43016035,"BUIFA, SL",INDUSTRIA,LLEIDA,NO,99.42,"1,193.04",16,1.50,0.00,0,-
43000944,"CASAS-GALLINAD, S.L.",INDUSTRIA,FRAGA,NO,226.23,"2,714.76",54,3.75,0.00,0,-
43010275,CARGILL. SLU,INDUSTRIA,FRAGA,NO,0.00,"4,249.60",43,0.00,48.00,0,-
43003411,CDAD. DE PROP. BLOQUE CAJA DE AHORROS,COMUNIDAD,SARIÑENA,NO,367.55,"4,410.60",59,7.50,0.00,0,-
43003373,"CDAD. DE PROP. EDIFICIO ARAGON FRAGA, 22 AL 34",COMUNIDAD,SARIÑENA,NO,705.88,"8,470.56","27,33",13.50,0.00,0,-
43001563,COMARCA BAJO CINCA - BAIX CINCA,OFICINAS,FRAGA,SI,"2,399.21","28,790.52","6,53,11,10",117.50,0.00,4,-
43000060,"COMERCIAL FRAGATINA,S.L.",OFICINAS,FRAGA,NO,110.24,"1,322.88",38,2.00,0.00,0,-
43000158,"COMUNIDAD DE PROPIETARIOS ISAAC ALBENIZ, 3",COMUNIDAD,FRAGA,NO,142.21,"1,706.52",54,1.50,0.00,0,-
43000378,COMUNIDAD DE PROPIETARIOS DEPORTES 3,COMUNIDAD,FRAGA,NO,188.72,"2,264.64",23,3.25,0.00,0,-
43000383,"COMUNIDAD DE PROPIETARIOS JOSE SALARRULLANA, 7",COMUNIDAD,FRAGA,NO,191.94,"2,303.28",54,3.25,0.00,0,-
43000410,"COMUNIDAD DE PROPIETARIOS JACA, 4",COMUNIDAD,FRAGA,NO,174.07,"2,088.84",60,3.00,0.00,0,-
43000513,COMUNIDAD DE PROPIETARIOS SALARRULLANA 8,COMUNIDAD,FRAGA,NO,100.57,"1,206.84",49,1.25,0.00,0,-
43000519,COMUNIDAD DE PROPIETARIOS JACINTO VERDAGUER Nº 7,COMUNIDAD,ALCARRAS,NO,160.44,"1,925.28",55,1.50,0.00,0,-
43000567,"COMUNIDAD DE PROPIETARIOS C/JAIME I, 8",COMUNIDAD,FRAGA,NO,95.77,"1,149.24",54,2.00,0.00,0,-
43000581,"COMUNIDAD DE PROPIETARIOS PL VIRGEN DEL PILAR, 1",COMUNIDAD,FRAGA,NO,191.63,"2,299.56",60,3.50,0.00,0,-
43000755,"COMUNIDAD DE PROPIETARIOS PL VIRGEN DEL PILAR, 2",COMUNIDAD,FRAGA,NO,191.63,"2,299.56",60,3.50,0.00,0,-
43000606,COMUNIDAD DE PROPIETARIOS AVD. MADRID 22,COMUNIDAD,FRAGA,NO,126.05,"1,512.60",60,3.00,0.00,0,-
43000614,COMUNIDAD DE PROPIETARIOS SALARRULLANA 9,COMUNIDAD,FRAGA,NO,182.61,"2,191.32",49,3.25,0.00,0,-
43000642,COMUNIDAD DE PROPIETARIOS C/ HUESCA 33,COMUNIDAD,FRAGA,NO,159.02,"1,908.24",49,2.75,0.00,0,-
43000664,"COMUNIDAD DE PROPIETARIOS PL SAN SALVADOR, 1",COMUNIDAD,FRAGA,NO,177.24,"2,126.88",10,3.00,0.00,0,-
43000785,"COMUNIDAD DE PROPIETARIOS RAMBLA FERRAN, 32",COMUNIDAD,LLEIDA,NO,257.32,"3,087.84",55,6.00,0.00,0,-
43000811,"COMUNIDAD DE PROPIETARIOS HONDOS, 21",COMUNIDAD,FRAGA,NO,153.71,"1,844.52",54,2.50,0.00,0,-
43000850,"COMUNIDAD DE PROPIETARIOS PRINCIPE DE VIANA, 8",COMUNIDAD,FRAGA,NO,71.12,853.44,57,1.00,0.00,0,-
43000928,"COMUNIDAD DE PROPIETARIOS JACINTO BENAVENTE, 9",COMUNIDAD,FRAGA,NO,180.25,"2,163.00",57,2.75,0.00,0,-
43000935,COMUNIDAD DE PROPIETARIOS REYES CATOLICOS 29,COMUNIDAD,FRAGA,NO,224.96,"2,699.52",54,4.00,0.00,0,-
43001042,"COMUNIDAD DE PROPIETARIOS HONDOS, 107",COMUNIDAD,FRAGA,NO,98.36,"1,180.32",56,1.50,0.00,0,-
43001299,"COMUNIDAD DE PROPIETARIOS CANDASNOS, 8",COMUNIDAD,FRAGA,NO,132.60,"1,591.20",38,2.25,0.00,0,-
43001451,"COMUNIDAD DE PROPIETARIOS CABAÑERA REAL 1 JAIME 1, 2",COMUNIDAD,FRAGA,NO,227.57,"2,730.84",49,4.50,0.00,0,-
43001594,"COMUNIDAD DE PROPIETARIOS JACINTO BENAVENTE, 19",COMUNIDAD,FRAGA,NO,92.52,"1,110.24",57,1.50,0.00,0,-
43001662,COMUNIDAD DE PROPIETARIOS C/ TERUEL 36,COMUNIDAD,FRAGA,NO,118.74,"1,424.88",49,1.50,0.00,0,-
43001698,"COMUNIDAD DE PROPIETARIOS DIEGO VELAZQUEZ, 2",COMUNIDAD,FRAGA,NO,92.62,"1,111.44",49,1.50,0.00,0,-
43002087,"COMUNIDAD DE PROPIETARIOS MAESTRO TURINA, 3",COMUNIDAD,FRAGA,NO,134.07,"1,608.84",4,2.75,0.00,0,-
43002123,"COMUNIDAD DE PROPIETARIOS TARASCÓN, 1",COMUNIDAD,FRAGA,NO,84.46,"1,013.52",54,1.50,0.00,0,-
43002619,"COMUNIDAD DE PROPIETARIOS ARAGON, 72",COMUNIDAD,FRAGA,NO,80.94,971.28,54,0.75,0.00,0,-
43002822,"COMUNIDAD DE PROPIETARIOS AGUSTINA DE ARAGON, 10",COMUNIDAD,FRAGA,NO,78.15,937.80,57,1.50,0.00,0,-
43003137,COMUNIDAD DE PROPIETARIOS REYES CATOLICOS 26,COMUNIDAD,FRAGA,NO,53.40,640.80,54,1.00,0.00,0,-
43003273,"COMUNIDAD DE PROPIETARIOS TERUEL, 37",COMUNIDAD,FRAGA,NO,66.75,801.00,57,1.25,0.00,0,-
43003297,"COMUNIDAD DE PROPIETARIOS MAESTRO FALL, 5",COMUNIDAD,FRAGA,NO,120.31,"1,443.72",57,2.50,0.00,0,-
43003355,"COMUNIDAD DE PROPIETARIOS TERUEL,41",COMUNIDAD,FRAGA,NO,99.47,"1,193.64",54,2.00,0.00,0,-
43004552,COMUNIDAD DE PROPIETARIOS C/TERUEL 39,COMUNIDAD,FRAGA,NO,84.25,"1,011.00",6,1.75,0.00,0,-
43004824,"COMUNIDAD DE PROPIETARIOS AVDA. Mª QUINTANA, 5",COMUNIDAD,MEQUINENZA,NO,57.51,690.12,2,1.00,0.00,0,-
43005725,"COMUNIDAD DE PROPIETARIOS AVDA. FRAGA, 18",COMUNIDAD,SARIÑENA,NO,168.75,"2,025.00",22,3.25,0.00,0,-
43005749,COMUNIDAD DE PROPIETARIOS SELGUA 6,COMUNIDAD,MONZON,NO,96.78,"1,161.36",34,2.00,0.00,0,-
43006063,COMUNIDAD DE PROPIETARIOS RAMON Y CAJAL 12,COMUNIDAD,MONZON,NO,72.06,864.72,34,1.50,0.00,0,-
43006069,"COMUNIDAD DE PROPIETARIOS BARON DE EROLES, 40",COMUNIDAD,MONZON,NO,120.21,"1,442.52",34,1.50,0.00,0,-
43015227,"COMUNIDAD DE PROPIETARIOS MAESTRO TURINA, 4",COMUNIDAD,FRAGA,NO,166.84,"2,002.08",24,3.50,0.00,0,-
43016054,"COMUNIDAD DE PROPIETARIOS JOAQUIN,2",COMUNIDAD,SARIÑENA,NO,581.00,"6,972.00","27,33",11.50,0.00,0,-
43016056,"COMUNIDAD DE PROPIETARIOS ARAGON, 22",COMUNIDAD,FRAGA,NO,220.00,"2,640.00",56,4.00,0.00,0,-
43016059,COMUNIDAD DE PROPIETARIOS LES ALZINES,COMUNIDAD,LLEIDA,NO,904.80,"10,857.60","42,40",9.00,0.00,0,-
43016078,"COMUNIDAD DE PROPIETARIOS JACINTO BENAVENTE, 8",COMUNIDAD,FRAGA,NO,66.00,792.00,38,1.00,0.00,0,-
43016055,COMUNIDAD DE PROPIETARIOS-FRAGA 10-12,COMUNIDAD,SARIÑENA,NO,283.00,"3,396.00","27,33",4.50,0.00,0,-
43005673,COMUNIDAD DE REGANTES APAC MEQUINENZA,OFICINA,MEQUINENZA,NO,17.40,208.80,2,0.50,0.00,0,-
43010264,"COMUNIDAD PROPIETARIOS SAN SALVADOR, 3",COMUNIDAD,FRAGA,NO,172.10,"2,065.20",10,3.00,0.00,0,-
43005845,"COMUNIDAD REGANTES FRAGA, VELILLA Y TORRENTE DE CINCA",OFICINA,FRAGA,NO,80.31,963.72,53,1.50,0.00,0,-
43016103,"COMUNIDAD DE PROPIETARIOS DELL TOLL, 6",COMUNIDAD,ALCARRAS,NO,85.00,"1,020.00",55,1.00,0.00,0,-
43016106,CONCEPCION BARO AGUARON,CASA PARTICULAR,FRAGA,NO,0.00,277.00,NOT SET,0.00,"22,25",0,-
43003494,"CUARTE, S.L..",INDUSTRIA,SARIÑENA,NO,988.24,"11,858.88",22,12.00,0.00,36,-
43016042,DAVID JOSE MIR GOMA,CASA PARTICULAR,VELILLA DE CINCA,NO,0.00,0.00,52,4.00,0.00,0,-
43016123,"DESISLAVA TSVELTKOVA, SC",COMERCIO,FRAGA,NO,0.00,100.00,"43,29",0.00,"6,5",0,-
43016025,"DÖHLER FRAGA, S.L.U.",INDUSTRIA,FRAGA,NO,"1,760.22","21,122.64","20,45",30.00,0.00,0,-
43016025,"DÖHLER FRAGA, S.L.U.",INDUSTRIA,FRAGA,NO,"2,471.00","29,652.00","23,45,20,46",40.00,0.00,648,-
43016121,ELISA LABRADOR PIRLA,CASA PARTICULAR,FRAGA,NO,0.00,92.73,"43,29",0.00,"7,5",0,-
43016018,"EMPRESA DE TRANSFORMACION AGRARIA, S.A.",INDUSTRIA,PEÑALBA,NO,255.19,"3,062.28",9,1.00,0.00,0,-
43016009,"ENVASES VALERO, S.A.",INDUSTRIA,FRAGA,NO,92.09,"1,105.08",23,4.00,0.00,57,-
43016076,"EXPLOTACIONES EMPRESARIALES, SL",OFICINA,LLEIDA,NO,240.00,"2,880.00",42,5.00,0.00,0,-
43016085,"FERRETERIA I REGS LLORENS, S.L.",COMERCIO,ALCARRAS,NO,103.00,"1,236.00",3,2.00,0.00,0,-
43010304,"FERROSER INFRAESTRUCTURAS, S.A.",INDUSTRIA,FRAGA,NO,248.50,"2,982.00",56,4.00,0.00,24,-
43001047,"GANADOS GILI, S.A.",INDUSTRIA,SOSES,NO,252.72,"3,032.64",3,4.00,0.00,0,-
43002240,"GLS CONSORCIO DEL HORMIGON,S.L.",INDUSTRIA,LLEIDA,NO,311.12,"3,733.44",37,4.00,0.00,0,-
43016002,"HEPOLUZ, S.L.",INDUSTRIA,MONZON,NO,96.56,"1,158.72",34,1.00,0.00,0,-
43000247,"HIDROTEC 2.000, S.L.",INDUSTRIA,FRAGA,NO,244.82,"2,937.84",53,4.50,0.00,4,-
43006110,INSTITUTO ARAGONES DE FOMENTO,OFICINAS,MEQUINENZA,NO,126.56,"1,518.72",2,2.00,0.00,7,-
43002724,"INTERAGRI,S.A.",INDUSTRIA,LLEIDA,NO,297.18,"3,566.16",16,6.00,0.00,0,-
43016065,"INTERSA LABS, SL",INDUSTRIA,ALCARRAS,NO,0.00,"2,007.21","36,39",0.00,75.75,0,-
43016099,"ILEMO HARDI, SAU",INDUSTRIA,LLEIDA,NO,288.02,"3,456.24",16,6.00,0.00,0,-
43000344,"LES, S.L.",INDUSTRIA,FRAGA,NO,249.45,"2,993.40",53,5.00,0.00,4,-
43016075,LORENA VERA RICART,CASA PARTICULAR,FRAGA,NO,0.00,389.90,"43,29",0.00,31,0,-
43001963,Mª JOSE CAUBET SUANZES,OFICINAS,FRAGA,NO,252.26,"3,027.12",13,5.00,0.00,0,-
43010002,"MAAT, S.L.",INDUSTRIA,FRAGA,NO,203.94,"2,447.28",10,4.00,0.00,0,-
43010279,MANUEL RAMON CABOS SOROLLA,OFICINAS,FRAGA,NO,106.58,"1,278.96",54,2.00,0.00,0,-
43016101,MARTA CORDOBA FERNANDEZ,CASA PARTICULAR,FRAGA,NO,0.00,137.50,"43,29",0.00,"11,25",0,-
43000250,"MARIA ELENA, CABOS SOROLLA",OFICINAS,FRAGA,NO,106.58,"1,278.96",54,2.00,0.00,0,-
43016111,MARIA PILAR GOMEZ AUBI,CEMENTERIO,FRAGA,NO,15.93,191.16,53,0.25,0.00,0,-
43001904,"MAS PREVENCION, SERVICIO DE PREVENCION, S.L.U.",OFICINAS,FRAGA,NO,126.41,"1,516.92",54,2.00,0.00,0,-
43016067,MELANIA HERRERO URBEZ,FARMACIA,MEQUINENZA,NO,266.00,"3,192.00",47,5.00,0.00,0,-
43000557,"METALICAS HIAL, S.L.",INDUSTRIA,FRAGA,NO,101.36,"1,216.32",53,1.50,0.00,2,-
43016129,MIQUEL VIDAL PUJOL,CASA PARTICULAR,LLEIDA,NO,0.00,208.00,"43,29,16,55",0.00,17.00,0,-
43001572,"MONTAJES ELECTRICOS PORTOLES, S.L.",OFICINAS,FRAGA,NO,153.06,"1,836.72",60,2.50,0.00,0,-
43001166,"MOPISA, S.L.",OFICINAS,ZAIDIN,NO,85.51,"1,026.12",13,1.50,0.00,0,-
43004869,"OCA INSPECCION TECNICA DE VEHICULOS, S.A.",INDUSTRIA,FRAGA,NO,403.40,"4,840.80",54,8.00,0.00,60,-
43003614,"OSMAQ OBRA PUBLICA, S.L.",INDUSTRIA,FRAGA,NO,99.43,"1,193.16",54,3.25,0.00,12,-
43000718,"PIENSOS COSTA, S.A.",INDUSTRIA,FRAGA,NO,"2,430.60","29,167.20",18,50.00,0.00,25,-
43000718,"PIENSOS COSTA, S.A.",INDUSTRIA,FRAGA,NO,"1,095.92","13,151.04",53,22.50,0.00,25,-
43001778,POUS BUISAN ASESORES SL,OFICINA,FRAGA,NO,77.26,927.12,13,1.50,0.00,0,-
43016057,PRIPAS IONELA CARLA,COMUNIDAD,FRAGA,NO,65.00,780.00,60,0.50,0.00,0,-
43016089,"RECICLAJE DEL BAJO CINCA, SL",INDUSTRIA,ZAIDIN,NO,86.50,"1,038.00",38,2.00,0.00,16,-
43004263,"SAGARRA & BERNIZ, SL",INDUSTRIA,FRAGA,NO,91.20,"1,094.40",49,2.00,0.00,0,-
43010107,"SOLTEKA NEW, S.L.",INDUSTRIA,LLEIDA,NO,156.94,"1,883.28",40,2.00,0.00,0,-
43016131,"TRAUMARE, SL",OFICINA,LLEIDA,NO,0.00,215.20,"43,29,16,55",0.00,17.50,0,-
43016097,"TRADELAB, SL",INDUSTRIA,LLEIDA,NO,104.00,"1,248.00",40,2.50,0.00,0,-
43001802,"TECNOCAR`S VILLACAMPA - GODAYOL, SLL",INDUSTRIA,FRAGA,NO,73.83,885.96,54,1.25,0.00,0,-
43005740,"TRANSMAYOROS, S.L.",INDUSTRIA,ALCARRAS,NO,255.14,"3,061.68",40,3.75,0.00,0,-
43016041,UTE PSC ULLASTRES,INDUSTRIA,MONZON,NO,199.28,"2,391.36",34,4.00,0.00,0,-
43001550,"VERA TREMS, SL",INDUSTRIA,FRAGA,NO,0.00,24.64,29,0,2,0,-
43016128,VANESA SOLER VILLA,CASA PARTICULAR,FRAGA,NO,0.00,29.60,29,0,2.50,0,-
43016041,UTE PSC ULLASTRES,INDUSTRIA,GRAUS,NO,131.47,"1,577.64",35,2.00,0.00,0,-
